6,2020,8,1,23.6,68.3,11.8,0.0,85.1,15.0,143.6,4.9,25.5,8.3
7,2020,8,1,23.6,66.9,12.3,0.0,85.7,15.3,140.4,5.3,25.6,8.9
8,2020,8,1,23.7,64.9,12.9,0.0,86.6,15.8,133.8,5.8,25.6,9.8
9,2020,8,1,23.8,62.8,13.6,0.0,87.3,16.3,124.6,6.3,25.5,10.7
10,2020,8,1,23.9,60.7,14.2,0.0,87.9,16.7,113.8,6.9,25.3,11.6
11,2020,8,1,24.0,58.6,14.9,0.0,88.5,17.1,104.0,7.4,25.1,12.5
12,2020,8,1,24.2,56.6,15.4,0.0,88.9,17.6,100.2,7.9,25.4,13.4
13,2020,8,1,24.6,54.6,15.8,0.0,89.3,18.4,107.4,8.3,26.7,14.4
14,2020,8,1,25.1,52.7,16.1,0.0,89.5,19.3,120.6,8.7,28.3,15.3
15,2020,8,1,25.6,51.0,16.3,0.0,89.8,20.0,136.9,9.0,30.0,16.1
16,2020,8,1,25.9,49.6,16.5,0.0,90.0,20.5,154.8,9.2,31.5,16.8
17,2020,8,1,26.3,48.4,16.5,0.0,90.1,20.9,173.2,9.4,32.8,17.4
18,2020,8,1,26.5,47.4,16.6,0.0,90.2,21.0,190.7,9.6,33.8,17.8
19,2020,8,1,26.6,46.8,16.6,0.0,90.3,21.0,203.1,9.7,34.3,18.1
49,2020,8,1,24.2,37.7,14.7,0.0,90.9,14.3,166.0,10.5,20.4,14.9
50,2020,8,1,24.1,38.4,14.5,0.0,90.7,13.9,177.1,10.1,20.5,14.5
51,2020,8,1,24.0,39.4,14.2,0.0,90.4,13.3,192.0,9.6,20.7,13.9
52,2020,8,1,23.9,40.5,13.9,0.0,90.1,12.8,207.6,9.1,20.9,13.3
53,2020,8,1,23.9,41.7,13.6,0.0,89.9,12.3,223.3,8.6,21.2,12.7
54,2020,8,1,23.9,42.8,13.2,0.0,89.6,11.9,239.3,8.1,21.7,12.2
55,2020,8,1,23.9,43.8,12.8,0.0,89.4,11.7,255.5,7.6,22.3,11.7
56,2020,8,1,23.9,44.6,12.5,0.0,89.3,11.7,271.8,7.2,23.2,11.5
57,2020,8,1,24.1,45.2,12.2,0.0,89.3,11.9,288.2,7.0,24.4,11.4
58,2020,8,1,24.3,45.5,11.9,0.0,89.4,12.3,304.3,6.8,25.9,11.5
59,2020,8,1,24.5,45.6,11.7,0.0,89.5,12.9,320.1,6.7,27.6,11.9
60,2020,8,1,24.8,45.5,11.5,0.0,89.7,13.6,335.2,6.7,29.4,12.4
61,2020,8,1,25.1,45.3,11.4,0.0,90.0,14.4,349.6,6.8,31.3,13.0
62,2020,8,1,25.3,45.1,11.3,0.0,90.2,15.0,358.2,6.9,32.5,13.4
76,2020,8,1,23.6,68.6,11.6,0.0,85.0,14.9,149.9,4.7,25.9,8.1
77,2020,8,1,23.7,67.1,12.1,0.0,85.7,15.3,146.7,5.1,26.0,8.8
78,2020,8,1,23.8,65.0,12.7,0.0,86.6,15.8,140.0,5.6,26.1,9.7
79,2020,8,1,23.9,63.0,13.4,0.0,87.3,16.3,130.5,6.1,26.0,10.6
80,2020,8,1,24.0,60.9,14.1,0.0,87.9,16.7,119.1,6.7,25.7,11.5
81,2020,8,1,24.1,58.8,14.7,0.0,88.4,17.1,108.3,7.3,25.4,12.4
82,2020,8,1,24.3,56.7,15.3,0.0,88.9,17.7,104.0,7.8,25.8,13.3
83,2020,8,1,24.8,54.7,15.7,0.0,89.2,18.5,111.4,8.2,27.1,14.3
84,2020,8,1,25.2,52.8,16.0,0.0,89.5,19.4,124.4,8.6,28.7,15.2
85,2020,8,1,25.7,51.1,16.2,0.0,89.7,20.1,140.5,8.9,30.4,16.0
86,2020,8,1,26.1,49.7,16.3,0.0,89.9,20.6,158.4,9.1,31.9,16.7
87,2020,8,1,26.4,48.4,16.4,0.0,90.1,20.9,177.0,9.3,33.1,17.3
88,2020,8,1,26.6,47.5,16.4,0.0,90.2,21.0,195.2,9.5,34.1,17.7
89,2020,8,1,26.7,46.7,16.5,0.0,90.3,20.9,212.0,9.6,34.7,18.1
90,2020,8,1,26.7,46.1,16.5,0.0,90.3,20.6,226.3,9.8,35.0,18.2
91,2020,8,1,26.6,45.7,16.7,0.0,90.4,20.2,236.6,9.9,34.9,18.3
92,2020,8,1,26.5,45.6,16.9,0.0,90.3,19.5,241.9,10.0,34.3,18.2
93,2020,8,1,26.2,45.6,17.3,0.0,90.2,18.7,241.3,10.1,33.3,18.1
94,2020,8,1,25.9,45.7,17.8,0.0,90.1,17.8,234.9,10.2,31.9,17.8
95,2020,8,1,25.5,45.9,18.3,0.0,90.0,16.9,223.5,10.3,30.1,17.4
96,2020,8,1,25.1,46.2,18.9,0.0,89.8,15.9,208.2,10.4,28.2,17.0
97,2020,8,1,24.6,46.5,19.4,0.0,89.7,15.0,190.2,10.5,26.1,16.5
98,2020,8,1,24.2,46.7,19.8,0.0,89.6,14.3,170.5,10.6,24.1,16.1
99,2020,8,1,23.8,46.8,20.2,0.0,89.5,13.6,149.9,10.8,22.2,15.8
100,2020,8,1,23.5,46.7,20.4,0.0,89.5,13.2,129.0,10.9,20.5,15.5
101,2020,8,1,23.2,46.4,20.5,0.0,89.6,12.9,108.4,11.1,18.9,15.2
118,2020,8,1,24.4,36.5,15.0,0.0,91.3,15.1,143.0,11.0,20.1,15.6
119,2020,8,1,24.3,37.3,14.8,0.0,91.0,14.6,158.4,10.6,20.4,15.2
120,2020,8,1,24.2,38.2,14.5,0.0,90.7,14.0,173.8,10.2,20.6,14.6
121,2020,8,1,24.0,39.3,14.2,0.0,90.4,13.4,189.2,9.6,20.7,14.0
122,2020,8,1,24.0,40.4,13.9,0.0,90.1,12.8,204.8,9.1,20.9,13.3
123,2020,8,1,23.9,41.6,13.5,0.0,89.8,12.3,220.4,8.6,21.2,12.7
124,2020,8,1,23.8,42.7,13.1,0.0,89.6,11.9,236.3,8.0,21.6,12.1
125,2020,8,1,23.9,43.8,12.8,0.0,89.4,11.7,252.3,7.6,22.2,11.6
126,2020,8,1,23.9,44.6,12.4,0.0,89.3,11.6,268.5,7.2,23.1,11.3
127,2020,8,1,24.0,45.2,12.1,0.0,89.2,11.8,284.7,6.9,24.3,11.3
128,2020,8,1,24.2,45.6,11.8,0.0,89.3,12.3,300.8,6.7,25.8,11.4
129,2020,8,1,24.5,45.7,11.6,0.0,89.4,12.9,316.5,6.6,27.5,11.8
130,2020,8,1,24.8,45.6,11.4,0.0,89.6,13.7,331.6,6.6,29.4,12.3
131,2020,8,1,25.1,45.3,11.2,0.0,89.9,14.6,345.9,6.7,31.4,12.9
132,2020,8,1,25.3,45.0,11.1,0.0,90.1,15.1,355.0,6.8,32.7,13.4
146,2020,8,1,23.7,68.9,11.4,0.0,85.0,14.8,157.2,4.5,26.3,7.8
147,2020,8,1,23.8,67.3,11.9,0.0,85.7,15.3,154.6,4.9,26.6,8.5
148,2020,8,1,23.9,65.3,12.5,0.0,86.5,15.8,148.5,5.4,26.7,9.4
149,2020,8,1,24.0,63.2,13.2,0.0,87.3,16.3,139.1,5.9,26.6,10.4
150,2020,8,1,24.1,61.1,13.9,0.0,87.9,16.8,127.4,6.5,26.3,11.3
151,2020,8,1,24.3,59.0,14.5,0.0,88.4,17.2,116.4,7.0,26.1,12.2
152,2020,8,1,24.5,56.9,15.1,0.0,88.8,17.8,112.1,7.6,26.5,13.1
153,2020,8,1,24.9,54.9,15.5,0.0,89.1,18.6,118.4,8.0,27.8,14.1
154,2020,8,1,25.4,53.0,15.8,0.0,89.4,19.5,130.6,8.3,29.4,15.0
155,2020,8,1,25.9,51.3,16.0,0.0,89.6,20.2,146.2,8.6,31.0,15.8
156,2020,8,1,26.2,49.9,16.1,0.0,89.8,20.7,163.8,8.9,32.4,16.5
157,2020,8,1,26.5,48.7,16.2,0.0,89.9,21.0,182.2,9.1,33.6,17.1
158,2020,8,1,26.7,47.8,16.2,0.0,90.1,21.1,200.5,9.3,34.5,17.5
159,2020,8,1,26.8,47.0,16.2,0.0,90.2,20.9,217.6,9.4,35.1,17.8
160,2020,8,1,26.8,46.5,16.2,0.0,90.2,20.6,232.0,9.5,35.4,18.0
161,2020,8,1,26.7,46.1,16.4,0.0,90.2,20.0,242.5,9.6,35.2,18.0
162,2020,8,1,26.6,46.0,16.7,0.0,90.2,19.3,247.6,9.7,34.5,18.0
163,2020,8,1,26.3,46.0,17.1,0.0,90.1,18.5,246.4,9.8,33.4,17.8
164,2020,8,1,25.9,46.2,17.6,0.0,90.0,17.5,239.1,9.9,31.9,17.4
165,2020,8,1,25.5,46.5,18.1,0.0,89.8,16.5,226.6,10.0,30.0,17.0
166,2020,8,1,25.1,46.8,18.7,0.0,89.7,15.5,210.4,10.1,28.0,16.6
167,2020,8,1,24.6,47.1,19.3,0.0,89.5,14.6,191.5,10.2,25.9,16.1
168,2020,8,1,24.1,47.3,19.7,0.0,89.4,13.8,171.2,10.4,23.8,15.7
169,2020,8,1,23.7,47.4,20.1,0.0,89.3,13.2,150.0,10.5,21.9,15.3
170,2020,8,1,23.4,47.3,20.3,0.0,89.3,12.7,128.7,10.7,20.1,15.0
171,2020,8,1,23.1,47.0,20.4,0.0,89.4,12.5,107.7,10.9,18.5,14.8
190,2020,8,1,24.2,38.0,14.4,0.0,90.7,14.1,170.2,10.2,20.7,14.7
191,2020,8,1,24.1,39.1,14.1,0.0,90.4,13.5,185.4,9.6,20.8,14.0
192,2020,8,1,24.0,40.3,13.7,0.0,90.1,12.9,200.6,9.1,21.0,13.3
193,2020,8,1,23.9,41.5,13.4,0.0,89.8,12.4,216.1,8.5,21.2,12.6
194,2020,8,1,23.8,42.7,13.0,0.0,89.5,12.0,231.7,8.0,21.5,12.0
195,2020,8,1,23.8,43.8,12.6,0.0,89.3,11.7,247.6,7.5,22.1,11.5
196,2020,8,1,23.9,44.7,12.3,0.0,89.1,11.6,263.7,7.1,22.9,11.2
197,2020,8,1,24.0,45.3,11.9,0.0,89.1,11.8,280.0,6.8,24.1,11.1
198,2020,8,1,24.2,45.7,11.7,0.0,89.2,12.3,296.1,6.6,25.6,11.2
199,2020,8,1,24.5,45.8,11.4,0.0,89.3,13.0,312.0,6.5,27.5,11.6
200,2020,8,1,24.8,45.6,11.2,0.0,89.5,13.8,327.2,6.6,29.5,12.2
201,2020,8,1,25.1,45.3,11.1,0.0,89.8,14.7,341.5,6.7,31.5,12.9
202,2020,8,1,25.3,45.0,11.0,0.0,90.1,15.4,351.1,6.8,32.9,13.4
216,2020,8,1,23.8,69.2,11.2,0.0,84.9,14.7,164.5,4.2,26.7,7.5
217,2020,8,1,23.9,67.5,11.7,0.0,85.7,15.2,162.7,4.6,27.1,8.3
218,2020,8,1,24.1,65.6,12.3,0.0,86.5,15.8,157.4,5.1,27.3,9.2
219,2020,8,1,24.2,63.5,13.0,0.0,87.2,16.3,148.4,5.7,27.3,10.1
220,2020,8,1,24.3,61.4,13.6,0.0,87.8,16.8,136.9,6.2,27.1,11.1
221,2020,8,1,24.4,59.3,14.3,0.0,88.3,17.3,126.1,6.8,27.0,12.0
222,2020,8,1,24.7,57.2,14.9,0.0,88.7,18.0,121.6,7.3,27.4,12.9
223,2020,8,1,25.1,55.1,15.3,0.0,89.0,18.8,126.3,7.7,28.6,13.9
224,2020,8,1,25.6,53.2,15.6,0.0,89.3,19.6,137.2,8.1,30.1,14.8
225,2020,8,1,26.0,51.6,15.8,0.0,89.5,20.3,151.9,8.4,31.6,15.6
226,2020,8,1,26.4,50.2,15.9,0.0,89.7,20.8,168.9,8.7,33.0,16.3
227,2020,8,1,26.7,49.0,15.9,0.0,89.8,21.0,187.0,8.9,34.1,16.8
228,2020,8,1,26.8,48.1,15.9,0.0,89.9,21.0,205.2,9.0,34.9,17.2
229,2020,8,1,26.9,47.4,15.9,0.0,90.0,20.8,222.5,9.2,35.4,17.5
230,2020,8,1,26.9,46.9,15.9,0.0,90.1,20.5,237.3,9.3,35.6,17.7
231,2020,8,1,26.8,46.6,16.1,0.0,90.1,19.9,248.1,9.4,35.4,17.7
232,2020,8,1,26.6,46.4,16.4,0.0,90.0,19.1,253.1,9.5,34.7,17.6
233,2020,8,1,26.3,46.5,16.8,0.0,89.9,18.2,251.4,9.6,33.5,17.4
234,2020,8,1,26.0,46.8,17.3,0.0,89.8,17.2,243.1,9.7,31.8,17.1
235,2020,8,1,25.5,47.1,18.0,0.0,89.6,16.1,229.5,9.8,29.8,16.6
236,2020,8,1,25.0,47.5,18.6,0.0,89.4,15.1,212.2,9.9,27.7,16.1
237,2020,8,1,24.5,47.8,19.1,0.0,89.3,14.1,192.6,10.0,25.5,15.6
238,2020,8,1,24.1,48.1,19.6,0.0,89.2,13.2,171.6,10.1,23.4,15.2
239,2020,8,1,23.6,48.2,20.0,0.0,89.1,12.6,150.0,10.2,21.4,14.8
240,2020,8,1,23.3,48.1,20.2,0.0,89.1,12.1,128.4,10.4,19.6,14.5
241,2020,8,1,23.0,47.9,20.3,0.0,89.1,11.9,107.0,10.5,18.0,14.3
261,2020,8,1,24.1,38.9,14.0,0.0,90.4,13.7,181.5,9.6,20.9,14.0
263,2020,8,1,23.9,41.4,13.3,0.0,89.7,12.5,211.6,8.5,21.2,12.6
264,2020,8,1,23.8,42.6,12.9,0.0,89.4,12.0,227.0,7.9,21.5,11.9
265,2020,8,1,23.8,43.8,12.5,0.0,89.2,11.7,242.7,7.4,22.0,11.4
266,2020,8,1,23.9,44.7,12.1,0.0,89.0,11.6,258.7,7.0,22.8,11.0
267,2020,8,1,24.0,45.4,11.8,0.0,89.0,11.8,274.9,6.6,24.0,10.9
268,2020,8,1,24.2,45.8,11.5,0.0,89.0,12.3,291.2,6.5,25.5,11.1
269,2020,8,1,24.5,45.9,11.3,0.0,89.2,13.0,307.2,6.4,27.4,11.5
270,2020,8,1,24.8,45.7,11.1,0.0,89.5,13.9,322.5,6.5,29.5,12.1
271,2020,8,1,25.1,45.3,10.9,0.0,89.8,14.9,337.0,6.6,31.6,12.8
272,2020,8,1,25.4,44.9,10.8,0.0,90.0,15.6,347.0,6.7,33.1,13.4
286,2020,8,1,23.9,69.5,11.0,0.0,84.9,14.6,171.6,4.0,27.1,7.2
